Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),X acceleration amplitude(g),Y acceleration amplitude(g),Z acceleration amplitude(g),X velocity amplitude(mm/s),Y velocity amplitude(mm/s),Z velocity amplitude(mm/s),X displacement amplitude(um),Y displacement amplitude(um),Z displacement amplitude(um),X frequency vibration frequency(Hz),Y frequency vibration frequency(Hz),Z frequency vibration frequency(Hz),Chip Time(),Temperature(℃),Version number()
 22:19:44.563,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.6001, 0.1523, 0.7861, 0.5918, 0.3022, 51.94, 34.40, 0.00, 415, 274, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:54.740, 21.97, 10210.1.22,
 22:19:44.653,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5996, 0.1523, 0.7925, 0.6104, 0.3149, 52.09, 34.78, 0.00, 416, 278, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:54.830, 21.90, 10210.1.22,
 22:19:44.744,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5996, 0.1528, 0.7896, 0.6362, 0.3110, 52.48, 35.33, 0.00, 419, 282, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:54.920, 21.78, 10210.1.22,
 22:19:44.834,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5996, 0.1528, 0.8193, 0.6504, 0.3174, 52.94, 35.97, 0.00, 423, 287, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:55.010, 21.90, 10210.1.22,
 22:19:44.925,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5996, 0.1533, 0.8271, 0.6636, 0.3174, 52.50, 36.16, 0.00, 419, 289, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:55.100, 21.71, 10210.1.22,
 22:19:45.016,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5996, 0.1533, 0.8271, 0.6636, 0.3174, 52.50, 36.16, 0.00, 419, 289, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:55.195, 21.90, 10210.1.22,
 22:19:45.107,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5996, 0.1533, 0.8228, 0.6489, 0.3242, 51.69, 35.42, 0.00, 413, 283, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:55.285, 21.84, 10210.1.22,
 22:19:45.195,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5991, 0.1533, 0.7993, 0.6602, 0.3149, 50.64, 34.86, 0.00, 404, 278, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:55.375, 21.84, 10210.1.22,
 22:19:45.286,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5991, 0.1533, 0.7778, 0.6401, 0.3066, 50.18, 34.58, 0.00, 401, 276, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:55.465, 21.78, 10210.1.22,
 22:19:45.376,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5991, 0.1533, 0.7725, 0.6196, 0.3081, 50.34, 34.40, 0.00, 402, 274, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:55.555, 21.78, 10210.1.22,
 22:19:45.466,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.5991, 0.1533, 0.7710, 0.6313, 0.3115, 49.75, 33.90, 0.00, 397, 270, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:55.645, 21.78, 10210.1.22,
 22:19:45.558,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7988, 0.5986, 0.1538, 0.7690, 0.6094, 0.3062, 48.88, 33.09, 0.00, 390, 264, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:55.735, 21.65, 10210.1.22,
 22:19:45.647,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7988, 0.5986, 0.1538, 0.7607, 0.5967, 0.3047, 48.76, 33.01, 0.00, 389, 263, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:55.825, 21.84, 10210.1.22,
 22:19:45.738,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7988, 0.5986, 0.1538, 0.7729, 0.6133, 0.2969, 49.04, 33.74, 0.00, 391, 269, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:55.915, 21.71, 10210.1.22,
 22:19:45.830,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7988, 0.5981, 0.1538, 0.7617, 0.5986, 0.2935, 48.42, 32.91, 0.00, 386, 262, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.005, 21.65, 10210.1.22,
 22:19:45.921,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7988, 0.5981, 0.1538, 0.7422, 0.5996, 0.2920, 48.24, 32.91, 0.00, 385, 263, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.095, 21.97, 10210.1.22,
 22:19:46.012,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7988, 0.5981, 0.1538, 0.7466, 0.6099, 0.2847, 48.79, 33.02, 0.00, 389, 263, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.190, 21.97, 10210.1.22,
 22:19:46.103,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7988, 0.5981, 0.1538, 0.7466, 0.6099, 0.2847, 48.79, 33.02, 0.00, 389, 263, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.280, 21.65, 10210.1.22,
 22:19:46.194,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7993, 0.5977, 0.1538, 0.7485, 0.5898, 0.2813, 48.84, 32.65, 0.00, 390, 260, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.370, 21.90, 10210.1.22,
 22:19:46.286,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7993, 0.5977, 0.1543, 0.7349, 0.5630, 0.2813, 48.60, 32.14, 0.00, 388, 256, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.460, 21.65, 10210.1.22,
 22:19:46.375,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7993, 0.5977, 0.1543, 0.7358, 0.5659, 0.2813, 48.76, 32.03, 0.00, 389, 256, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.555, 21.90, 10210.1.22,
 22:19:46.465,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7998, 0.5972, 0.1543, 0.7422, 0.5586, 0.2852, 48.62, 32.00, 0.00, 388, 255, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.645, 21.84, 10210.1.22,
 22:19:46.554,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7998, 0.5972, 0.1543, 0.7627, 0.5776, 0.2793, 48.51, 32.21, 0.00, 387, 257, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.735, 21.78, 10210.1.22,
 22:19:46.644,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7998, 0.5972, 0.1543, 0.7695, 0.5684, 0.2798, 48.14, 32.20, 0.00, 384, 257, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.820, 21.78, 10210.1.22,
 22:19:46.734,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8003, 0.5967, 0.1543, 0.7778, 0.5840, 0.2783, 47.80, 32.63, 0.00, 382, 260, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:56.910, 21.84, 10210.1.22,
 22:19:46.826,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8003, 0.5967, 0.1543, 0.7871, 0.6118, 0.2871, 48.51, 33.03, 0.00, 387, 264, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.000, 21.90, 10210.1.22,
 22:19:46.916,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8003, 0.5962, 0.1543, 0.7822, 0.6260, 0.2847, 48.67, 33.32, 0.00, 389, 266, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.095, 21.78, 10210.1.22,
 22:19:47.007,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8008, 0.5962, 0.1543, 0.7715, 0.6177, 0.2822, 48.60, 33.05, 0.00, 388, 264, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.185, 21.90, 10210.1.22,
 22:19:47.099,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8008, 0.5957, 0.1543, 0.7661, 0.6216, 0.2842, 48.53, 33.16, 0.00, 387, 265, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.275, 21.97, 10210.1.22,
 22:19:47.191,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8008, 0.5957, 0.1543, 0.7661, 0.6216, 0.2842, 48.53, 33.16, 0.00, 387, 265, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.365, 21.90, 10210.1.22,
 22:19:47.280,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8008, 0.5957, 0.1543, 0.7642, 0.6333, 0.2866, 48.35, 33.09, 0.00, 386, 264, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.460, 21.97, 10210.1.22,
 22:19:47.372,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5957, 0.1548, 0.7456, 0.6206, 0.2881, 48.30, 33.09, 0.00, 385, 264, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.550, 21.78, 10210.1.22,
 22:19:47.462,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5952, 0.1548, 0.7476, 0.6060, 0.2798, 48.19, 32.71, 0.00, 385, 261, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.640, 21.84, 10210.1.22,
 22:19:47.552,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5952, 0.1548, 0.7412, 0.5952, 0.2827, 48.56, 32.66, 0.00, 388, 261, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.730, 21.84, 10210.1.22,
 22:19:47.642,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5952, 0.1548, 0.7207, 0.5859, 0.2896, 48.56, 32.66, 0.00, 388, 261, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.820, 21.78, 10210.1.22,
 22:19:47.732,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5952, 0.1548, 0.7144, 0.6016, 0.2974, 48.24, 32.56, 0.00, 385, 260, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:57.910, 21.90, 10210.1.22,
 22:19:47.824,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5947, 0.1548, 0.7222, 0.6045, 0.3018, 47.94, 32.42, 0.00, 383, 259, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:58.000, 21.97, 10210.1.22,
 22:19:47.917,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5947, 0.1548, 0.7261, 0.6040, 0.2993, 47.72, 32.47, 0.00, 381, 259, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:58.095, 21.78, 10210.1.22,
 22:19:48.008,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5947, 0.1553, 0.7202, 0.6152, 0.3066, 47.29, 32.44, 0.00, 377, 259, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:58.185, 21.71, 10210.1.22,
 22:19:48.098,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5947, 0.1553, 0.7012, 0.6284, 0.3076, 47.09, 32.41, 0.00, 376, 259, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:58.275, 21.97, 10210.1.22,
 22:19:48.189,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5947, 0.1553, 0.7104, 0.6250, 0.3013, 47.11, 32.33, 0.00, 376, 258, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:58.365, 22.09, 10210.1.22,
 22:19:48.278,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5947, 0.1553, 0.7017, 0.6099, 0.2983, 47.21, 32.16, 0.00, 377, 257, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:58.455, 21.90, 10210.1.22,
 22:19:48.368,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5947, 0.1553, 0.7017, 0.6099, 0.2983, 47.21, 32.16, 0.00, 377, 257, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:58.545, 21.78, 10210.1.22,
 22:19:48.458,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5942, 0.1553, 0.6914, 0.5898, 0.2959, 47.90, 32.40, 0.00, 387, 262, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:58.635, 21.97, 10210.1.22,
 22:19:48.548,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5942, 0.1553, 0.6934, 0.5781, 0.2876, 48.31, 33.14, 0.00, 391, 268, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:58.725, 21.90, 10210.1.22,
 22:19:48.638,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5942, 0.1553, 0.7280, 0.6089, 0.3203, 45.36, 34.50, 0.00, 367, 279, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:58.815, 21.97, 10210.1.22,
 22:19:48.727,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5942, 0.1553, 0.7310, 0.7026, 0.3115, 44.76, 35.95, 0.00, 362, 290, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:58.905, 21.90, 10210.1.22,
 22:19:48.817,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5942, 0.1553, 0.7358, 0.6982, 0.2847, 47.82, 37.44, 0.00, 387, 303, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:58.995, 21.97, 10210.1.22,
 22:19:48.907,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5942, 0.1558, 0.7412, 0.6543, 0.2964, 50.31, 37.95, 0.00, 407, 307, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:59.085, 21.90, 10210.1.22,
 22:19:48.996,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8013, 0.5938, 0.1558, 0.7520, 0.6274, 0.2866, 52.19, 38.41, 0.00, 422, 310, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:59.175, 21.84, 10210.1.22,
 22:19:49.087,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8018, 0.5938, 0.1558, 0.7603, 0.6401, 0.2954, 52.96, 38.86, 0.00, 428, 314, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:59.265, 21.78, 10210.1.22,
 22:19:49.177,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8018, 0.5933, 0.1563, 0.7593, 0.6211, 0.3013, 53.34, 38.39, 0.00, 431, 310, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:59.355, 21.90, 10210.1.22,
 22:19:49.267,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8022, 0.5933, 0.1563, 0.7666, 0.6157, 0.3076, 53.13, 37.61, 0.00, 430, 304, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:59.445, 21.78, 10210.1.22,
 22:19:49.358,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8022, 0.5928, 0.1563, 0.7598, 0.6089, 0.3071, 53.15, 37.18, 0.00, 430, 300, 0, 19.6, 19.6, 19.9, 2000-00-00 01:10:59.535, 21.78, 10210.1.22,
 22:19:49.449,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8022, 0.5928, 0.1563, 0.7598, 0.6089, 0.3071, 53.15, 37.18, 0.00, 430, 300, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:59.625, 21.84, 10210.1.22,
 22:19:49.541,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8027, 0.5928, 0.1567, 0.7554, 0.6001, 0.3071, 52.63, 36.84, 0.00, 425, 298, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:59.715, 21.90, 10210.1.22,
 22:19:49.632,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8027, 0.5923, 0.1567, 0.7422, 0.6006, 0.3076, 52.49, 36.62, 0.00, 424, 296, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:59.810, 21.97, 10210.1.22,
 22:19:49.722,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8027, 0.5923, 0.1567, 0.7427, 0.6128, 0.3081, 52.31, 36.58, 0.00, 423, 296, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:59.900, 21.71, 10210.1.22,
 22:19:49.813,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5918, 0.1572, 0.7495, 0.6465, 0.3076, 52.68, 37.60, 0.00, 426, 304, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:59.990, 21.78, 10210.1.22,
 22:19:49.903,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5918, 0.1572, 0.8008, 0.6655, 0.3110, 53.67, 39.07, 0.00, 434, 316, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.080, 21.90, 10210.1.22,
 22:19:49.994,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5918, 0.1577, 0.8911, 0.7085, 0.3188, 54.75, 39.77, 0.00, 443, 321, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.170, 21.71, 10210.1.22,
 22:19:50.085,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5918, 0.1577, 0.8862, 0.7012, 0.3052, 54.62, 39.64, 0.00, 442, 320, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.260, 21.84, 10210.1.22,
 22:19:50.176,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5918, 0.1577, 0.9033, 0.7134, 0.2974, 54.32, 39.23, 0.00, 439, 317, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.350, 21.84, 10210.1.22,
 22:19:50.266,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5918, 0.1582, 0.9243, 0.7246, 0.2905, 54.64, 39.69, 0.00, 442, 321, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.445, 21.78, 10210.1.22,
 22:19:50.359,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1582, 0.8247, 0.7183, 0.3018, 52.04, 36.93, 0.00, 421, 298, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.535, 21.78, 10210.1.22,
 22:19:50.446,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1582, 0.8105, 0.6792, 0.2935, 49.64, 34.77, 0.00, 401, 281, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.625, 21.78, 10210.1.22,
 22:19:50.535,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1582, 0.8105, 0.6792, 0.2935, 49.64, 34.77, 0.00, 401, 281, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.715, 21.71, 10210.1.22,
 22:19:50.625,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1577, 0.7837, 0.6582, 0.2988, 48.14, 34.79, 0.00, 389, 281, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.800, 21.78, 10210.1.22,
 22:19:50.715,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1577, 0.7856, 0.6758, 0.2891, 48.81, 35.04, 0.00, 394, 283, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.890, 22.09, 10210.1.22,
 22:19:50.804,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1577, 0.7832, 0.7061, 0.2925, 49.31, 37.16, 0.00, 399, 300, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:00.980, 21.84, 10210.1.22,
 22:19:50.894,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1577, 0.7554, 0.6616, 0.2935, 48.68, 36.05, 0.00, 393, 291, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.070, 21.78, 10210.1.22,
 22:19:50.984,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5913, 0.1577, 0.7510, 0.6377, 0.2930, 49.19, 35.59, 0.00, 398, 288, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.160, 21.90, 10210.1.22,
 22:19:51.075,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5908, 0.1582, 0.7173, 0.5806, 0.3071, 48.88, 34.17, 0.00, 395, 276, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.250, 21.78, 10210.1.22,
 22:19:51.166,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5908, 0.1582, 0.7109, 0.5566, 0.2993, 49.92, 34.17, 0.00, 404, 276, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.340, 21.84, 10210.1.22,
 22:19:51.257,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5908, 0.1582, 0.7178, 0.5371, 0.3013, 49.72, 33.90, 0.00, 402, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.435, 21.78, 10210.1.22,
 22:19:51.347,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8032, 0.5903, 0.1582, 0.7173, 0.5698, 0.2959, 49.57, 34.05, 0.00, 401, 275, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.525, 21.84, 10210.1.22,
 22:19:51.438,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8037, 0.5903, 0.1582, 0.7085, 0.6001, 0.2861, 50.56, 34.72, 0.00, 409, 280, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.615, 21.84, 10210.1.22,
 22:19:51.527,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8037, 0.5903, 0.1582, 0.7148, 0.6221, 0.2915, 51.93, 36.08, 0.00, 420, 292, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.705, 21.90, 10210.1.22,
 22:19:51.617,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8037, 0.5903, 0.1582, 0.7148, 0.6221, 0.2915, 51.93, 36.08, 0.00, 420, 292, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.795, 21.71, 10210.1.22,
 22:19:51.706,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8037, 0.5898, 0.1587, 0.8140, 0.6934, 0.2910, 53.21, 38.09, 0.00, 430, 308, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.885, 21.97, 10210.1.22,
 22:19:51.798,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8042, 0.5898, 0.1587, 0.9458, 0.7383, 0.2886, 54.80, 39.41, 0.00, 443, 318, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:01.975, 21.90, 10210.1.22,
 22:19:51.890,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8042, 0.5898, 0.1587, 0.9795, 0.7310, 0.2930, 55.22, 39.22, 0.00, 446, 317, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:02.065, 21.78, 10210.1.22,
 22:19:51.981,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8047, 0.5894, 0.1592, 0.9360, 0.7080, 0.2871, 54.78, 39.05, 0.00, 443, 316, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:02.155, 21.84, 10210.1.22,
 22:19:52.071,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8047, 0.5894, 0.1592, 0.9644, 0.7251, 0.2852, 55.11, 39.24, 0.00, 446, 317, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:02.250, 21.78, 10210.1.22,
 22:19:52.161,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8047, 0.5894, 0.1597, 1.0532, 0.7393, 0.2915, 56.02, 39.56, 0.00, 453, 320, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:02.340, 21.78, 10210.1.22,
 22:19:52.252,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8047, 0.5889, 0.1597, 1.0386, 0.7388, 0.2871, 55.62, 40.05, 0.00, 450, 324, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:02.430, 21.90, 10210.1.22,
 22:19:52.344,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8052, 0.5889, 0.1597, 1.0088, 0.7173, 0.2856, 55.25, 39.97, 0.00, 447, 323, 0, 19.6, 19.6, 19.6, 2000-00-00 01:11:02.520, 21.84, 10210.1.22,
 22:19:52.433,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8052, 0.5889, 0.1597, 0.9775, 0.7222, 0.2778, 54.08, 39.48, 0.00, 432, 315, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:02.610, 21.78, 10210.1.22,
 22:19:52.522,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8052, 0.5889, 0.1602, 1.0151, 0.7520, 0.2842, 54.88, 40.52, 0.00, 438, 323, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:02.700, 21.71, 10210.1.22,
 22:19:52.612,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8052, 0.5889, 0.1602, 1.0083, 0.7759, 0.2935, 55.09, 41.14, 0.00, 440, 328, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:02.790, 21.90, 10210.1.22,
 22:19:52.702,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8052, 0.5889, 0.1602, 1.0083, 0.7759, 0.2935, 55.09, 41.14, 0.00, 440, 328, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:02.880, 21.97, 10210.1.22,
 22:19:52.792,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8052, 0.5889, 0.1602, 1.0381, 0.7754, 0.2837, 55.55, 41.72, 0.00, 443, 333, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:02.970, 21.97, 10210.1.22,
 22:19:52.880,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8052, 0.5889, 0.1606, 1.0596, 0.8091, 0.2852, 56.06, 42.44, 0.00, 447, 339, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:03.060, 22.22, 10210.1.22,
 22:19:52.971,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8057, 0.5889, 0.1606, 1.0918, 0.8359, 0.2808, 56.57, 42.78, 0.00, 452, 341, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:03.145, 22.09, 10210.1.22,
 22:19:53.063,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8057, 0.5889, 0.1611, 1.1226, 0.8179, 0.2891, 57.02, 42.61, 0.00, 455, 340, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:03.240, 21.97, 10210.1.22,
 22:19:53.154,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8057, 0.5889, 0.1611, 1.1353, 0.7969, 0.3047, 57.12, 41.88, 0.00, 456, 334, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:03.330, 21.78, 10210.1.22,
 22:19:53.243,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.8057, 0.5889, 0.1616, 1.1328, 0.8022, 0.3008, 56.95, 42.19, 0.00, 455, 337, 0, 19.9, 19.9, 19.9, 2000-00-00 01:11:03.420, 21.90, 10210.1.22,
